id,code,name,dept_id,credits,description,avg_gpa,difficulty,enrollment,rating
SOCI220,SOCI 220,Methods of Social Research,SOCI,3,"Relationships between sociological theory, research, qualitative evaluation of data; construction and use of analytical procedures and research techniques, and participant observation.",3.35,Moderate,130,4.0
SOCI229,SOCI 229,Qualitative Methods,SOCI,3,"Methodologies in social research with emphasis on qualitative dimensions of inquiry; topics include in-depth interviewing, observation, unobtrusive measures, analysis of documents, fieldwork issues, ethics, note-taking, preliminary data analysis, and an overview of writing research reports based on qualitative research.",-1,Unknown,0,3.0
SOCI230,SOCI 230,Classical Sociological Theory,SOCI,3,Role of theory in sociological study; the development of classical theoretical perspectives providing the foundation for contemporary theory.,3.45,Moderate,122,3.9
SOCI240,SOCI 240,"Tourism, Culture and Place",SOCI,3,Analysis of tourist encounters; marketing and displaying culture to tourists; implications of tourism for urban economies and landscapes; interactions between tourists and locals; Galveston campus.,-1,Unknown,0,3.0
SOCI285,SOCI 285,Directed Studies,SOCI,3,Special problems not covered by other courses. Course depends upon needs and interest of the student and upon the number of credit hours.,-1,Unknown,0,3.0
SOCI289,SOCI 289,Special Topics in...,SOCI,4,Selected topics in an identified area of sociology. May be repeated for credit.,-1,Unknown,0,3.0
SOCI291,SOCI 291,Research,SOCI,3,Research conducted under the direction of a chosen faculty member in sociology. May be taken for a maximum of three hours total credit.,-1,Unknown,0,3.0
SOCI304,SOCI 304,Criminology,SOCI,3,"Criminal law and crime rates; explanations of criminal behavior; criminal careers, police, adult courts and prisons.",3.39,Moderate,186,3.2
SOCI311,SOCI 311,Social Change,SOCI,3,"Survey of major changes in American and Western society, the forces underlying change and tensions caused by social change.",3.41,Moderate,89,4.2
SOCI312,SOCI 312,Population and Society,SOCI,3,The causes and implications of major population trends; also taught at Galveston campus.,3.13,Challenging,79,3.7
SOCI315,SOCI 315,The Marriage Institution,SOCI,3,"Courtship, engagement, marriage, family formation, personal adjustment, conflict, financing and child rearing.",2.85,Challenging,13,4.8
SOCI316,SOCI 316,Sociology of Gender,SOCI,3,"Sociological explanations of status differences between men and women; cross-cultural comparisons; gender role socialization, cultural stereotypes, discrimination; gender roles and status in the family, economy, religion, science, other social institutions; deviance, victimization and gender; recent social changes.",3.15,Challenging,60,3.4
SOCI317,SOCI 317,Racial and Ethnic Relations,SOCI,3,"Status of racial and ethnic groups such as Native Americans, African Americans, Latino Americans, Asian Americans, European Americans, and other groups in the political, economic, legal and social systems of the United States.",3.05,Challenging,24,3.3
SOCI319,SOCI 319,Sociology of Sport,SOCI,3,"Social institution of sport and its consequences for American society; social organization from play to professional sport; violence, discrimination, women in sport; socialization implications from participation in sports.",3.72,Light,40,3.6
SOCI320,SOCI 320,Demographic Methods,SOCI,3,Procedures and techniques of demographic analysis; examination of demographic data; calculation of rates; construction of life tables; population estimates and projections.,1.0,Rigorous,9,3.7
SOCI323,SOCI 323,Sociology of African Americans,SOCI,3,Major elements of the Afro-American subculture in relation to white American society and its major social institutions.,3.8,Light,65,4.3
SOCI326,SOCI 326,Sociology of Religion,SOCI,3,Institution of religion and religious-related behavior; relationship between dynamic and structural religion and contemporary society.,-1,Unknown,0,4.2
SOCI328,SOCI 328,Environmental Sociology,SOCI,3,"A comprehensive overview of environmental sociology, including major sociological theories, concepts and policy issues affecting our understanding of environmental changes; emphasizes social factors that impact environmental quality.",2.87,Challenging,28,3.5
SOCI330,SOCI 330,Sociology of Nutrition,SOCI,3,Social factors affecting the kind and amount of food consumed around the world; social consequences of nutritional status for family functioning and for international development.,3.65,Moderate,20,4.2
SOCI335,SOCI 335,Sociology of Organizations,SOCI,3,How people act in organizations; structures in organizations; the relationship between organizations and their environments.,-1,Unknown,0,4.6
SOCI337,SOCI 337,International Migration,SOCI,3,Survey of theories and trends in international migration.,3.33,Moderate,39,1.5
SOCI338,SOCI 338,Latino Immigration,SOCI,3,"Theoretical and empirical examinations of the causes, processes, and impacts of Latin American immigration to the U.S.; Latino/a immigrant experience in the U.S.; effects of immigration on sending and receiving communities.",3.33,Moderate,27,3.8
SOCI376,SOCI 376,Entrepreneurial Perspectives,SOCI,3,Entrepreneurship as a career choice and its impact on society and economy; definitions of entrepreneurship; discovery of entrepreneurial opportunities and start-up funding; innovation and entrepreneurship theories for analyzing and predicting success of start-up and established entrepreneurial organizations.,3.01,Challenging,12,4.0
SOCI377,SOCI 377,Entrepreneurial Thought Leaders Seminar,SOCI,3,"Origins of entrepreneurial cognition and motivation; entrepreneurial thought leaders share lessons from real world experiences in non-profit, profit-making enterprise, government, public policy, and social mission domains; reflection on thought leaders experience in innovation and entrepreneurship; build exposure to entrepreneurial thinking, role modeling, mentoring, social capital.",-1,Unknown,0,2.2
SOCI403,SOCI 403,Sociology of Latinos,SOCI,3,"Exploration of social characteristics and acculturation problems of Mexican Americans in the United States; styles of life and cultural variability, social mobility, the struggle for advancement and identity through social movements.",2.21,Intensive,0,3.7
SOCI404,SOCI 404,Sociology of the Community,SOCI,3,"Organization of American communities examining the bases of community, types of communities and the changes faced by communities.",3.58,Moderate,0,4.1
SOCI408,SOCI 408,Death and Dying,SOCI,3,"Exploration of interdisciplinary social issues surrounding death and dying: the interactions among professionals, families, and dying individuals; the development and functioning of death norms and institutions (e.g., hospitals, funeral homes, hospice, capital punishment); the critical analysis of social/cultural inequalities affecting when and how we die.",3.15,Challenging,40,3.9
